Geneid	Ch_A1_featurecounts.txt	Ch_A2_featurecounts.txt	Ch_A3_featurecounts.txt	Ch_B1_featurecounts.txt	Ch_B2_featurecounts.txt	Ch_B3_featurecounts.txt	Ch_C1_featurecounts.txt	Ch_C2_featurecounts.txt	Ch_C3_featurecounts.txt	external_gene_name
ENSG00000144057	1323	1848	1931	1399	2239	1701	1284	1726	1039	ST6GAL2
ENSG00000144061	259	194	161	243	184	219	206	225	253	NPHP1
ENSG00000144063	0	0	0	0	0	0	0	0	0	MALL
ENSG00000144115	0	0	0	0	0	0	0	0	0	THNSL2
ENSG00000144118	1607	1383	1313	1681	1420	1750	1483	1825	1851	RALB
ENSG00000144119	1	0	0	0	0	0	0	0	8	C1QL2
ENSG00000144120	913	709	827	1196	764	1121	1183	1039	1067	TMEM177
ENSG00000144130	4	0	2	0	2	4	0	0	0	NT5DC4
ENSG00000144134	349	304	465	455	378	433	504	443	397	RABL2A
ENSG00000144136	3180	3270	3822	3160	3513	3368	4869	5421	3869	SLC20A1
ENSG00000144152	974	1271	1358	820	742	781	1535	1416	855	FBLN7
ENSG00000144158	142	95	139	177	111	127	106	147	159	SNRPA1P1
ENSG00000144161	482	402	463	441	458	456	269	422	493	ZC3H8
ENSG00000144182	120	93	112	180	123	120	78	114	165	LIPT1
ENSG00000144188	0	0	0	0	0	0	0	0	0	TRIM43CP
ENSG00000144191	0	0	0	0	0	0	2	0	0	CNGA3
ENSG00000144199	406	300	398	555	297	459	419	326	423	FAHD2B
ENSG00000144214	17	10	10	9	0	10	4	8	0	LYG1
ENSG00000144218	89	159	236	194	236	179	419	511	167	AFF3
ENSG00000144224	2585	3442	3850	2939	4080	3053	2252	3805	2829	UBXN4
ENSG00000144227	86	99	81	133	191	127	10	32	21	NXPH2
ENSG00000144228	1282	1652	1533	1695	2327	1671	902	1986	1616	SPOPL
ENSG00000144229	0	2	7	7	8	4	14	12	6	THSD7B
ENSG00000144230	0	4	0	0	0	0	7	0	0	GPR17
ENSG00000144231	2927	2277	2432	3304	2737	3232	2398	2986	3214	POLR2D
ENSG00000144233	1654	2429	2688	1926	2360	2164	3052	3062	1942	AMMECR1L
ENSG00000144278	1317	2528	2537	2073	3169	2312	2841	3982	2036	GALNT13
ENSG00000144283	1392	1865	1923	1800	1924	1688	2631	2542	1618	PKP4
ENSG00000144285	2	12	13	3	16	3	6	20	1	SCN1A
ENSG00000144290	0	2	0	0	4	0	0	0	0	SLC4A10
ENSG00000144306	658	1114	1071	916	1175	1149	962	1253	1135	SCRN3
ENSG00000144320	1441	1729	1686	1724	1760	1535	1276	2074	1920	LNPK
ENSG00000144331	27	29	7	35	14	28	8	6	4	ZNF385B
ENSG00000144339	87	42	55	43	42	26	63	47	56	TMEFF2
ENSG00000144354	1403	1860	1965	1650	1826	1666	1246	1880	1576	CDCA7
ENSG00000144355	0	2	0	0	2	2	0	2	1	DLX1
ENSG00000144357	970	1833	1983	1056	2363	1145	2159	2939	1123	UBR3
ENSG00000144362	81	48	60	75	60	91	32	110	101	PHOSPHO2
ENSG00000144366	3381	4337	4204	3125	4819	3608	1779	3220	2848	GULP1
ENSG00000144369	509	844	673	602	875	586	733	922	712	FAM171B
ENSG00000144381	17021	14083	15132	19703	14858	18220	12515	17801	18801	HSPD1
ENSG00000144395	235	294	380	298	225	311	180	230	185	CCDC150
ENSG00000144401	744	673	651	945	745	874	622	769	933	METTL21A
ENSG00000144406	62	174	233	95	196	134	813	753	283	UNC80
ENSG00000144407	342	431	512	435	445	443	655	653	502	PTH2R
ENSG00000144410	0	0	3	1	0	0	0	0	4	CPO
ENSG00000144426	162	316	230	180	387	178	187	302	148	NBEAL1
ENSG00000144445	414	584	592	391	652	314	353	543	389	KANSL1L
ENSG00000144451	583	485	448	613	429	627	209	376	599	SPAG16
ENSG00000144452	199	360	354	187	384	172	284	423	126	ABCA12
ENSG00000144455	1184	996	1112	1309	1107	1199	1506	1483	1459	SUMF1
ENSG00000144460	45	75	86	62	72	103	87	69	19	NYAP2
ENSG00000144468	620	865	939	694	918	658	951	1320	803	RHBDD1
ENSG00000144476	0	0	0	2	0	0	0	0	0	ACKR3
ENSG00000144481	2	0	2	2	0	6	3	8	6	TRPM8
ENSG00000144485	2833	1696	2072	2287	1243	2044	2147	1565	2250	HES6
ENSG00000144488	48	70	65	102	97	114	104	124	125	ESPNL
ENSG00000144504	585	625	778	572	570	501	759	815	567	ANKMY1
ENSG00000144524	2396	2192	2671	2500	1865	2449	2936	2679	2493	COPS7B
ENSG00000144535	1100	1233	1472	1317	1176	1225	1875	1805	1126	DIS3L2
ENSG00000144550	38	35	68	40	34	45	146	129	119	CPNE9
ENSG00000144554	1245	1936	2213	1626	1893	1700	2036	2554	1527	FANCD2
ENSG00000144559	247	237	259	388	228	322	275	316	282	TAMM41
ENSG00000144560	1203	2822	3180	1570	3172	2042	5198	4760	2197	VGLL4
ENSG00000144566	1639	1748	1924	1736	1840	1848	1242	2046	2011	RAB5A
ENSG00000144567	4054	4376	4941	4763	4140	4938	6781	6735	5661	RETREG2
ENSG00000144579	3617	3130	4186	3551	3061	3773	3781	3436	2802	CTDSP1
ENSG00000144580	3436	4194	4572	3812	4012	3898	4833	5638	3919	CNOT9
ENSG00000144583	107	146	166	246	262	255	1587	1400	991	MARCHF4
ENSG00000144589	1967	1818	2245	2007	1340	1846	2397	2186	1676	STK11IP
ENSG00000144591	1514	1153	1366	1454	996	1228	1722	1372	1583	GMPPA
ENSG00000144596	30	39	53	34	53	52	202	113	53	GRIP2
ENSG00000144597	1112	1590	1662	1481	1703	1497	1583	2166	1527	EAF1
ENSG00000144619	99	217	156	274	302	285	349	458	232	CNTN4
ENSG00000144635	2166	1962	1890	2400	1947	2236	1668	2061	2409	DYNC1LI1
ENSG00000144642	2214	2175	1999	2414	2971	2607	1420	2444	2535	RBMS3
ENSG00000144644	0	4	0	0	0	0	2	2	2	GADL1
ENSG00000144645	233	254	384	351	433	321	395	325	252	OSBPL10
ENSG00000144647	958	864	1038	1251	993	1162	1977	1507	1321	POMGNT2
ENSG00000144648	0	4	2	0	3	8	9	2	0	ACKR2
ENSG00000144649	32	23	24	32	13	25	31	33	21	GASK1A
ENSG00000144655	243	248	313	389	355	330	440	435	335	CSRNP1
ENSG00000144659	1813	1517	1786	2160	1277	1774	2076	2202	1991	SLC25A38
ENSG00000144668	242	608	625	594	907	668	1419	1455	589	ITGA9
ENSG00000144671	6	2	0	8	2	0	0	0	2	SLC22A14
ENSG00000144674	1416	2062	1971	1570	2196	1635	1960	2597	1390	GOLGA4
ENSG00000144677	2317	2550	2803	2351	2794	2502	2627	2980	2252	CTDSPL
ENSG00000144681	3654	4855	5086	5401	5545	5482	5263	5246	3684	STAC
ENSG00000144711	1834	2735	3190	1838	2576	1921	4013	3490	1885	IQSEC1
ENSG00000144712	231	458	496	307	364	301	630	646	348	CAND2
ENSG00000144713	25392	14035	15364	26183	14009	21958	16786	15788	23066	RPL32
ENSG00000144724	718	1299	1246	906	1562	1102	1448	1764	791	PTPRG
ENSG00000144730	5754	6867	7346	6482	7040	6456	10469	12728	8166	IL17RD
ENSG00000144736	1799	2144	2267	1754	1873	1771	1773	2395	1821	SHQ1
ENSG00000144741	1101	909	853	1404	796	1147	1021	1064	995	SLC25A26
ENSG00000144744	1811	1848	1828	2030	1894	1991	1197	2284	1863	UBA3
ENSG00000144746	3478	3239	3371	4411	3914	4469	3094	3826	4415	ARL6IP5
ENSG00000144747	757	930	903	948	1132	926	700	1148	885	TMF1
ENSG00000144749	30	122	106	27	101	63	250	175	47	LRIG1
ENSG00000144771	0	0	0	0	0	0	0	2	0	LRTM1
ENSG00000144785	0	0	0	0	0	0	0	0	0	
ENSG00000144791	644	861	1016	587	788	722	942	915	533	LIMD1
ENSG00000144792	264	410	390	366	407	363	280	537	377	ZNF660
ENSG00000144802	384	707	649	955	1514	991	958	1229	685	NFKBIZ
ENSG00000144810	4	0	2	8	0	0	0	15	0	COL8A1
ENSG00000144815	1985	2567	2736	2442	2837	2610	3017	3721	2411	NXPE3
ENSG00000144820	0	0	0	0	2	0	0	0	0	ADGRG7
ENSG00000144821	361	412	478	329	418	343	781	945	533	MYH15
ENSG00000144824	252	371	362	331	527	376	324	329	229	PHLDB2
ENSG00000144827	1102	929	825	1056	963	1211	785	997	1278	ABHD10
ENSG00000144834	628	401	520	1040	688	1025	1491	1380	1865	TAGLN3
ENSG00000144837	38	6	12	15	8	8	3	11	21	PLA1A
ENSG00000144840	541	736	594	603	810	713	508	713	750	RABL3
ENSG00000144843	0	2	2	2	2	0	2	2	0	ADPRH
ENSG00000144847	25	54	63	69	78	63	30	45	48	IGSF11
ENSG00000144848	1359	933	1045	1603	1049	1437	992	1398	1424	ATG3
ENSG00000144852	0	0	0	2	2	0	4	6	3	NR1I2
ENSG00000144857	730	1035	1388	622	772	740	1230	1155	661	BOC
ENSG00000144867	1632	1183	1253	2029	1342	1750	1859	1678	2095	SRPRB
ENSG00000144868	5678	6563	7211	5361	6073	6345	7553	6991	4894	TMEM108
ENSG00000144891	5	14	14	0	5	5	0	16	6	AGTR1
ENSG00000144893	86	140	153	43	119	54	135	213	57	MED12L
ENSG00000144895	3193	2726	2878	3806	3099	3493	2180	3211	3401	EIF2A
ENSG00000144908	22	24	29	36	18	50	53	29	41	ALDH1L1
ENSG00000144909	730	1239	1152	741	1274	985	1455	1568	1039	OSBPL11
ENSG00000144935	459	637	568	394	638	493	487	560	462	TRPC1
ENSG00000144959	93	155	124	121	205	121	183	199	142	NCEH1
ENSG00000144962	0	0	0	0	0	0	1	0	0	SPATA16
ENSG00000145002	32	42	56	19	15	28	61	56	57	FAM86B2
ENSG00000145012	1106	1618	1497	1275	1771	1246	423	570	327	LPP
ENSG00000145014	1210	976	1214	1156	869	1166	1261	1119	1098	TMEM44
ENSG00000145016	192	519	513	182	499	248	1005	907	259	RUBCN
ENSG00000145020	17	14	18	18	13	9	10	13	5	AMT
ENSG00000145022	512	607	682	766	576	712	1116	1124	876	TCTA
ENSG00000145029	0	0	0	0	0	0	0	0	0	NICN1
ENSG00000145040	23	15	17	8	12	12	27	40	28	UCN2
ENSG00000145041	1058	1898	2189	1169	1743	1456	2735	2511	1344	DCAF1
ENSG00000145050	4223	2579	2896	4195	2582	3922	2991	2961	3872	MANF
ENSG00000145063	0	1	0	2	0	0	2	6	0	
ENSG00000145075	0	0	0	0	0	0	0	0	0	
ENSG00000145087	86	85	79	83	169	108	282	483	172	STXBP5L
ENSG00000145088	34	12	4	23	18	17	10	24	32	EAF2
ENSG00000145103	0	2	0	0	2	4	0	8	4	ILDR1
ENSG00000145107	0	0	0	0	2	0	0	8	0	TM4SF19
ENSG00000145113	25	28	15	27	36	46	76	56	70	MUC4
ENSG00000145147	115	168	247	165	327	252	442	563	205	SLIT2
ENSG00000145191	3133	2783	3110	3286	2548	3173	3710	3652	3056	EIF2B5
ENSG00000145192	2	1	0	3	0	0	3	14	6	AHSG
ENSG00000145194	3	1	2	2	0	9	10	7	2	ECE2
ENSG00000145198	141	173	223	146	141	196	151	119	132	VWA5B2
ENSG00000145214	856	1000	1326	1050	979	1091	1608	1361	993	DGKQ
ENSG00000145216	930	725	751	1116	705	1043	893	966	1118	FIP1L1
ENSG00000145217	69	141	194	61	146	140	259	204	61	SLC26A1
ENSG00000145220	1048	702	831	1202	706	1051	516	803	958	LYAR
ENSG00000145241	617	706	756	717	802	597	379	757	599	CENPC
ENSG00000145242	0	0	0	0	0	0	0	0	0	EPHA5
ENSG00000145244	229	326	340	1086	1210	1185	332	389	293	CORIN
ENSG00000145246	583	981	1128	879	1148	895	1304	1577	783	ATP10D
ENSG00000145247	1947	1127	1201	2042	1182	2145	1772	1767	2225	OCIAD2
ENSG00000145248	3078	3060	3089	3158	2795	3374	2664	2927	2686	SLC10A4
ENSG00000145283	0	0	0	2	1	1	0	0	2	SLC10A6
ENSG00000145284	1450	2039	2071	1436	1743	1601	2481	2868	1818	SCD5
ENSG00000145287	10	1	2	6	2	0	0	0	0	PLAC8
ENSG00000145293	2316	2138	2018	2631	2163	2511	1956	2528	2863	ENOPH1
ENSG00000145309	0	0	0	2	0	0	4	0	0	CABS1
ENSG00000145321	0	0	0	2	0	0	0	0	0	GC
ENSG00000145331	211	218	202	270	225	291	165	225	242	TRMT10A
ENSG00000145332	758	1090	1113	1051	1526	1104	1000	1501	940	KLHL8
ENSG00000145335	327	248	277	477	366	450	425	464	660	SNCA
ENSG00000145337	0	0	0	0	0	0	0	0	0	PYURF
ENSG00000145348	374	544	579	398	633	521	490	663	471	TBCK
ENSG00000145349	1380	2038	2087	1707	2470	2103	1887	2510	1518	CAMK2D
ENSG00000145354	1613	1192	1123	1866	1276	1855	287	919	2062	CISD2
ENSG00000145358	14	4	3	11	21	13	5	7	26	DDIT4L
ENSG00000145362	1316	2390	2450	1689	2605	1802	4898	4998	2023	ANK2
ENSG00000145365	1009	958	930	884	759	905	499	872	935	TIFA
ENSG00000145375	503	523	598	501	640	546	351	686	517	AFG2A
ENSG00000145384	0	0	0	0	0	0	0	0	0	FABP2
ENSG00000145386	2236	2933	2885	2314	2508	2313	2779	3163	2142	CCNA2
ENSG00000145388	1104	938	1077	1240	1166	1141	678	1304	1189	METTL14
ENSG00000145390	182	323	341	301	586	336	279	382	253	USP53
ENSG00000145391	1091	2107	2097	1542	2330	1839	2812	3368	1957	SETD7
ENSG00000145414	437	508	642	469	517	614	505	721	496	NAF1
ENSG00000145416	25	47	39	31	25	37	16	46	31	MARCHF1
ENSG00000145423	0	1	1	0	3	0	1	0	6	SFRP2
ENSG00000145425	21634	11343	12994	23081	11491	18989	11866	13777	19681	RPS3A
ENSG00000145428	506	346	333	621	417	522	563	520	677	RNF175
ENSG00000145431	68	48	74	159	145	140	126	179	120	PDGFC
ENSG00000145439	650	602	558	930	798	820	406	521	731	CBR4
ENSG00000145451	0	0	0	0	0	1	0	2	0	GLRA3
ENSG00000145476	573	763	815	843	1022	773	628	876	779	CYP4V2
ENSG00000145491	11	7	18	2	6	9	20	12	28	ROPN1L
ENSG00000145494	2258	1194	1040	2204	1193	1671	1480	1100	1981	NDUFS6
ENSG00000145495	5367	8680	9313	5871	9529	6566	8915	10855	6193	MARCHF6
ENSG00000145506	42	7	45	42	31	41	83	67	87	NKD2
ENSG00000145526	2	49	21	18	35	23	45	36	7	CDH18
ENSG00000145536	65	115	111	4	24	28	15	10	8	ADAMTS16
ENSG00000145545	1501	1775	1811	1471	1428	1548	1565	2162	1690	SRD5A1
ENSG00000145555	191	292	305	408	606	450	463	468	234	MYO10
ENSG00000145569	429	492	477	600	536	601	620	896	695	OTULINL
ENSG00000145592	14559	10650	9769	16366	10238	13201	9402	9000	11952	RPL37
ENSG00000145604	2559	3231	3022	2824	3584	2966	2234	2597	2118	SKP2
ENSG00000145623	504	1053	1115	1156	1727	1303	905	967	496	OSMR
ENSG00000145626	0	0	0	0	0	0	6	0	0	UGT3A1
ENSG00000145632	1213	1452	1504	1858	1671	1803	2103	2183	1896	PLK2
ENSG00000145642	0	0	0	0	0	2	0	0	0	SHISAL2B
ENSG00000145649	0	0	0	0	0	0	0	0	0	GZMA
ENSG00000145675	1332	2151	2228	1576	2327	1584	2542	3301	1969	PIK3R1
ENSG00000145681	0	0	2	4	0	0	10	0	8	HAPLN1
ENSG00000145685	1017	1570	1536	2201	3263	2643	3655	4592	2607	LHFPL2
ENSG00000145687	2232	2180	2357	2902	2805	2962	2506	2827	2715	SSBP2
ENSG00000145692	6	2	2	4	4	1	3	3	4	BHMT
ENSG00000145700	18	34	43	10	36	28	37	36	31	ANKRD31
ENSG00000145703	194	309	314	512	753	481	682	739	386	IQGAP2
ENSG00000145708	0	0	0	0	0	0	0	0	0	CRHBP
ENSG00000145715	960	1995	2013	1236	1885	1415	2022	2313	1200	RASA1
ENSG00000145721	8	2	4	0	3	0	0	0	6	LIX1
ENSG00000145723	165	149	188	215	206	187	76	203	183	GIN1
ENSG00000145725	1543	2244	2232	1617	2547	1786	1634	2606	1716	PPIP5K2
ENSG00000145730	4369	5600	6286	5659	6468	5906	7468	8287	5414	PAM
ENSG00000145734	1037	2028	2041	1054	2246	1195	1781	2865	1017	BDP1
ENSG00000145736	541	514	647	692	587	690	374	615	562	GTF2H2
ENSG00000145740	1719	1674	1719	1736	1827	1824	1107	1723	1718	SLC30A5
ENSG00000145741	18692	10616	11730	19679	10518	16936	9473	11412	17144	BTF3
ENSG00000145743	651	1006	993	551	1190	828	1015	1108	708	FBXL17
ENSG00000145757	11	12	7	22	8	8	5	2	26	SPATA9
ENSG00000145777	300	157	198	519	396	532	108	222	338	TSLP
ENSG00000145779	304	252	290	426	328	320	204	350	324	TNFAIP8
ENSG00000145780	499	705	670	596	785	517	588	846	578	FEM1C
ENSG00000145781	629	592	600	667	578	592	422	575	643	COMMD10
ENSG00000145782	2075	2002	2156	2395	1991	2182	1190	1792	2327	ATG12
ENSG00000145794	14	20	22	7	25	21	41	50	35	MEGF10
ENSG00000145808	5274	6819	7156	6128	7629	6363	5287	5715	3630	ADAMTS19
ENSG00000145817	2135	2102	2177	2318	2395	2436	1871	2860	2843	YIPF5
ENSG00000145819	1238	2002	2198	1500	2118	1612	3603	3657	1867	ARHGAP26
ENSG00000145824	1	0	2	1	2	1	2	0	0	CXCL14
ENSG00000145826	5	3	6	7	14	4	0	3	1	LECT2
ENSG00000145832	4	0	0	0	0	0	0	0	0	SLC25A48
ENSG00000145833	3107	3905	4011	3270	3926	3323	3292	4076	3155	DDX46
ENSG00000145835	0	0	0	0	0	0	0	0	0	CDKN2AIPNLP2
ENSG00000145839	0	0	0	0	0	0	0	0	0	IL9
ENSG00000145850	0	0	0	0	0	0	0	0	0	TIMD4
ENSG00000145860	5624	6840	7079	5091	5770	5366	5724	7752	4846	RNF145
ENSG00000145861	124	78	66	132	116	117	85	116	111	C1QTNF2
ENSG00000145863	0	0	0	0	0	0	0	0	0	GABRA6
ENSG00000145864	0	0	0	0	0	0	0	0	0	GABRB2
ENSG00000145868	1687	2085	2210	1714	2129	1773	2497	2520	1677	FBXO38
ENSG00000145879	0	0	0	0	0	0	0	0	0	SPINK7
ENSG00000145882	938	865	1131	1056	764	978	1343	1313	1145	PCYOX1L
ENSG00000145888	0	0	0	0	0	0	0	0	3	GLRA1
ENSG00000145901	5707	4479	5332	7250	4993	7046	10347	8875	9387	TNIP1
ENSG00000145907	4899	6074	6322	5542	6337	5369	5047	7014	4937	G3BP1
ENSG00000145908	752	1035	1113	922	1072	913	728	1104	870	ZNF300
ENSG00000145911	237	227	206	307	206	254	393	327	254	N4BP3
ENSG00000145912	2513	1725	2000	2869	1836	2452	2515	2197	2562	NHP2
ENSG00000145916	2082	1887	2042	2497	1974	2336	3152	2910	2712	RMND5B
ENSG00000145919	2919	2275	2466	2947	1922	2655	2529	2571	2487	BOD1
ENSG00000145920	338	367	383	606	646	715	3469	2812	2028	CPLX2
ENSG00000145934	4	11	13	7	6	5	16	2	10	TENM2
ENSG00000145936	0	2	0	2	0	2	0	2	2	KCNMB1
ENSG00000145945	367	363	366	423	348	371	514	388	464	FAM50B
ENSG00000145949	31	30	50	29	35	36	23	20	10	MYLK4
ENSG00000145975	0	2	3	0	4	0	2	6	0	FAM217A
ENSG00000145979	1105	672	692	1274	707	1164	631	927	1321	TBC1D7
ENSG00000145982	628	406	439	594	433	548	578	573	646	FARS2
ENSG00000145990	94	191	141	137	157	116	262	230	108	GFOD1
ENSG00000145996	2148	2436	2451	3062	2973	3258	1743	3059	3796	CDKAL1
ENSG00000146001	0	0	0	0	0	0	0	0	0	PCDHB18P
ENSG00000146005	95	120	109	45	60	86	144	159	136	PSD2
ENSG00000146006	6	2	0	6	0	0	20	44	16	LRRTM2
ENSG00000146007	2831	2224	2232	3066	2011	2651	2542	2550	2959	ZMAT2
ENSG00000146013	28	30	27	24	26	40	54	29	29	GFRA3
ENSG00000146021	68	152	139	66	160	113	249	157	73	KLHL3
ENSG00000146038	5	2	9	16	1	6	6	4	0	DCDC2
ENSG00000146039	0	0	0	4	0	0	0	0	0	SLC17A4
ENSG00000146047	0	0	0	0	0	0	0	0	0	H2BC1
ENSG00000146049	0	0	0	0	0	0	0	0	0	KAAG1
ENSG00000146054	18	9	16	59	20	36	26	23	46	TRIM7
ENSG00000146063	1747	1913	2377	2073	1911	2010	2527	2152	1777	TRIM41
ENSG00000146066	2641	1465	1658	2377	1298	1996	1696	1530	2132	HIGD2A
ENSG00000146067	1841	1654	2151	2053	1419	1865	2136	1957	1503	FAM193B
ENSG00000146070	0	0	0	0	0	0	0	0	0	PLA2G7
ENSG00000146072	851	1212	1329	1204	1683	1276	2040	1869	1076	TNFRSF21
ENSG00000146083	3553	5382	6179	3564	5207	4301	6795	5904	3314	RNF44
ENSG00000146085	1363	1373	1512	1461	1559	1457	1373	1695	1432	MMUT
ENSG00000146090	41	44	41	41	33	47	37	21	20	RASGEF1C
ENSG00000146094	151	151	219	157	180	187	271	213	112	DOK3
ENSG00000146109	1411	1204	1357	1633	1192	1449	1280	1212	1347	ABT1
ENSG00000146112	4226	4428	5202	4097	3703	4180	6115	5104	4295	PPP1R18
ENSG00000146122	107	275	333	186	303	222	213	252	64	DAAM2
ENSG00000146143	823	746	806	882	797	746	561	837	712	PRIM2
ENSG00000146147	0	0	0	0	0	0	0	0	0	MLIP
ENSG00000146151	10	20	6	56	33	21	9	13	37	HMGCLL1
ENSG00000146166	0	9	6	2	0	6	0	8	0	LGSN
ENSG00000146192	6	2	2	2	4	0	0	0	2	FGD2
ENSG00000146197	76	132	132	152	176	143	187	122	41	SCUBE3
ENSG00000146205	130	101	157	108	147	105	234	212	123	ANO7
ENSG00000146215	0	0	0	0	0	0	0	0	0	CRIP3
ENSG00000146216	361	650	731	455	741	492	2326	1787	921	TTBK1
ENSG00000146221	27	71	44	35	28	21	42	23	41	TCTE1
ENSG00000146223	6836	7595	7787	8552	7828	7881	9212	9971	7781	RPL7L1
ENSG00000146232	3573	2366	2367	3412	1898	3098	3211	2912	3302	NFKBIE
ENSG00000146233	0	2	0	0	3	0	0	2	0	CYP39A1
ENSG00000146242	2051	2173	2429	4268	4223	4535	3767	3578	2848	TPBG
ENSG00000146243	309	315	373	387	453	432	254	412	420	IRAK1BP1
ENSG00000146247	1837	2845	2787	1671	2845	1754	1759	2635	1580	PHIP
ENSG00000146250	84	92	51	184	173	213	116	167	111	PRSS35
ENSG00000146263	672	1122	951	580	1121	773	824	1337	589	MMS22L
ENSG00000146267	621	600	705	565	604	559	693	827	719	FAXC
ENSG00000146276	2	0	0	0	0	0	0	0	0	GABRR1
ENSG00000146278	2325	2115	2212	2498	2077	2601	2259	2409	2800	PNRC1
ENSG00000146281	743	1088	1005	969	1432	967	594	1043	863	PM20D2
ENSG00000146282	2494	2087	2468	2588	2138	2533	1901	2677	2787	RARS2
ENSG00000146285	21	38	38	54	56	56	162	99	133	SCML4
ENSG00000146350	239	321	341	220	306	264	210	394	294	TBC1D32
ENSG00000146352	0	0	0	0	0	0	2	0	10	CLVS2
ENSG00000146360	0	0	0	0	0	0	0	0	0	GPR6
ENSG00000146373	0	0	0	2	0	0	0	0	0	RNF217
ENSG00000146374	0	0	0	0	0	0	0	0	0	RSPO3
ENSG00000146376	23	59	18	136	119	128	3	8	4	ARHGAP18
ENSG00000146378	0	0	0	0	0	0	0	0	0	TAAR2
ENSG00000146383	0	0	0	0	0	0	0	0	0	TAAR6
ENSG00000146385	0	0	0	0	0	0	0	0	0	TAAR8
ENSG00000146386	1310	775	666	1523	963	1422	485	561	1287	ABRACL
ENSG00000146399	0	0	0	0	0	0	0	0	0	TAAR1
ENSG00000146409	12	18	13	0	4	5	0	0	0	SLC18B1
ENSG00000146410	322	244	302	335	345	377	280	391	395	MTFR2
ENSG00000146411	65	108	162	83	142	104	138	114	50	SLC2A12
ENSG00000146414	164	896	851	210	911	289	1114	1282	260	SHPRH
ENSG00000146416	859	695	737	1044	864	1045	1022	1086	1287	AIG1
ENSG00000146425	7317	4561	5047	7974	4415	7447	5695	5829	7863	DYNLT1
ENSG00000146426	355	558	551	394	504	438	581	575	381	TIAM2
ENSG00000146433	3378	4938	4964	3370	4711	3615	4808	6513	4202	TMEM181
ENSG00000146453	0	3	4	0	4	2	6	0	0	PNLDC1
ENSG00000146457	3169	2959	3033	3514	2923	3274	2973	3479	3232	WTAP
ENSG00000146463	2521	4138	3999	2674	3945	2808	3908	5085	2740	ZMYM4
ENSG00000146469	51	37	27	266	157	262	88	141	248	VIP
ENSG00000146476	890	875	751	995	856	801	474	763	828	ARMT1
ENSG00000146477	0	0	0	0	0	0	0	0	0	SLC22A3
ENSG00000146521	0	0	0	0	0	2	0	0	0	NA
ENSG00000146530	72	115	155	73	132	113	123	116	119	VWDE
ENSG00000146535	4533	6617	7145	5221	5962	5654	9335	8738	5638	GNA12
ENSG00000146540	5975	3290	4054	6028	3112	5826	5051	4133	5483	C7orf50
ENSG00000146555	2179	3329	3607	1780	2711	2042	4005	3496	1693	SDK1
ENSG00000146556	0	0	0	0	0	0	0	0	0	WASH2P
ENSG00000146574	2697	2194	2399	3170	2089	2748	2080	2989	2593	CCZ1B
ENSG00000146576	2761	2295	2706	3294	2177	2926	3337	2800	2705	INTS15
ENSG00000146587	1231	1576	1623	1371	1496	1344	1089	1655	1406	RBAK
ENSG00000146592	1076	1608	1503	1468	2185	1536	1361	1957	1327	CREB5
ENSG00000146618	0	0	0	0	0	0	0	0	0	FERD3L
ENSG00000146648	5611	11035	11784	6703	12212	7431	11938	13003	5347	EGFR
ENSG00000146666	14	4	6	8	1	8	8	5	4	LINC00525
ENSG00000146670	4314	3411	3702	4233	3139	3874	4690	4453	4157	CDCA5
ENSG00000146674	11312	13277	12416	28739	28836	29383	13270	18973	13618	IGFBP3
ENSG00000146676	3316	3824	3798	3627	4044	3582	2164	3254	2625	PURB
ENSG00000146677	151	68	69	102	66	109	61	46	78	RPL32P18
ENSG00000146678	0	0	2	0	0	0	0	0	0	IGFBP1
ENSG00000146700	162	111	125	189	143	215	139	149	129	SSC4D
ENSG00000146701	15352	9689	11071	17183	9926	15649	14316	13060	15828	MDH2
ENSG00000146707	1382	781	928	1436	810	1305	960	1007	1505	POMZP3
ENSG00000146722	0	0	0	0	0	0	0	2	0	FKBP6P2
ENSG00000146729	3029	3151	3556	3254	3184	3194	1809	3397	3113	NIPSNAP2
ENSG00000146731	14008	12661	13074	15853	12710	14777	12979	15491	14758	CCT6A
ENSG00000146733	1721	1426	1431	1944	1435	1671	1627	1919	1890	PSPH
ENSG00000146755	0	0	0	0	0	0	0	0	0	TRIM50
ENSG00000146757	340	415	379	364	448	425	119	373	315	ZNF92
ENSG00000146776	192	407	467	275	418	340	532	466	284	ATXN7L1
ENSG00000146802	1138	1785	1838	1408	1761	1372	1104	1890	1177	TMEM168
ENSG00000146809	0	0	0	0	5	0	0	2	0	ASB15
ENSG00000146826	1169	1088	1397	1412	1127	1455	2138	1806	1688	TRAPPC14
ENSG00000146828	2059	1973	2518	2225	1896	2060	2503	2172	1750	SLC12A9
ENSG00000146830	4237	5191	6902	4790	4739	4477	5538	4920	3252	GIGYF1
ENSG00000146833	658	684	781	725	662	669	860	789	633	TRIM4
ENSG00000146834	431	662	722	387	601	477	957	794	475	MEPCE
ENSG00000146839	6	0	0	0	0	0	0	2	0	ZAN
ENSG00000146842	1068	1337	1244	1144	1400	1298	1001	1414	1059	TMEM209
ENSG00000146856	98	61	59	73	48	104	43	57	61	AGBL3
ENSG00000146857	0	0	0	0	0	4	0	0	0	STRA8
ENSG00000146858	303	1221	1291	287	1318	405	1035	1157	324	ZC3HAV1L
ENSG00000146859	291	935	915	391	717	400	1237	1003	300	TMEM140
